tweet,label,raw
@user i am a lot older than she is,NOT,@USER i am a lot older than she is
@user he is looking for a place to hide,NOT,@USER He is looking for a place to hide
@user here she is @user  disappointed face ,NOT,@USER Here she is @USER 😞
@user evidently she's as big a narcissist as he is.,OFF,@USER Evidently she's as big a narcissist as he is.
@user @user great and i’m certainly anti fascist but  the group antifa is the most fascist and violent groups in america in case you hadn’t noticed and associated with the largest hate group in america the democratic party,OFF,@USER @USER Great and I’m certainly anti fascist but  the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user had all but one. agreed every one of these maga patriots is a must follow. let's do this together for our great nation in 2018! then repeat in 2020 and 2022!!!,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Had all but one. Agreed EVERY one of these MAGA patriots is a must follow. Let's do this together for our great nation in 2018! Then repeat in 2020 and 2022!!!
"@user @user if you don't think everybody wants to be rich, sadly you are lying to yourself. pretending otherwise is simply an excuse to settle. nothing wrong with settling, but to dismiss those who want more for themselves as greedy"" is disingenuous.""",NOT,"@USER @USER If you don't think everybody wants to be rich, sadly you are lying to yourself. Pretending otherwise is simply an excuse to settle. Nothing wrong with settling, but to dismiss those who want more for themselves as greedy"" is disingenuous."""
"@user @user liberals love to hype the crouton as a financial genius, but much of his success"" was due to downloading costs to the prov, raiding the ei surplus, etc. that said, you use the tools you have in the box, and i give him props as a decent steward of the public purse.""",NOT,"@USER @USER Liberals love to hype the Crouton as a financial genius, but much of his success"" was due to downloading costs to the prov, raiding the EI surplus, etc. That said, you use the tools you have in the box, and I give him props as a decent steward of the public purse."""
"@user pffft the new tweet"" just keeps wondering around the interface""",NOT,"@USER pffft the new tweet"" just keeps wondering around the interface"""
@user watched the press conf with trump and heard him say how much we will make when poland pays us to put in a military base. he is a dottering demented fool who really believes that his goal is for america to make money. you hear it in all he says. this isn’t a hotel.,OFF,@USER Watched the press conf with Trump and heard him say how much we will make when Poland pays us to put in a military base. He is a dottering demented fool who really believes that his goal is for America to make money. You hear it in all he says. This isn’t a hotel.
@user @user @user 'think she is one of the demoncrats.  hard to imagine that a sane (or living) person would vote for her.,NOT,@USER @USER @USER 'Think she is one of the Demoncrats.  Hard to imagine that a sane (or living) person would vote for her.
"@user this man is one of the most intelligent highly accomplished black men in the usa yet, white liberals &amp; the old order"" (his words) have been successfully able to have him disowned by his own people. no black child looks up to this man for inspiration bc to them he doesn't exist url",NOT,"@USER This man is one of the most intelligent highly accomplished Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully able to have him disowned by his own people. No Black child looks up to this man for inspiration bc to them he doesn't exist URL"
@user @user @user liberals media won't report it,NOT,@USER @USER @USER Liberals media won't report it
@user @user she is a fucking mess!! i hate her so much,OFF,@USER @USER SHE IS A FUCKING MESS!! I HATE HER SO MUCH
@user she is telling to be best  to students. wow ! what a role model she is.,NOT,@USER She is telling to be best  to students. Wow ! What a role model she is.
@user @user  eric holder is a filthy maggot. url,OFF,@USER @USER  ERIC HOLDER IS A FILTHY MAGGOT. URL
@user @user yeah and guess what helped dc become not the murder capital of the world?  gun control! it works!,OFF,@USER @USER Yeah and guess what helped DC become Not the Murder Capital of the World?  Gun control! It works!
54 factory workers shot dead in oklahoma with wasr-10 century arms rifle. the nra blames gun control laws.,NOT,54 factory workers shot dead in Oklahoma with WASR-10 Century Arms rifle. The NRA blames gun control laws.
"probably indoctrinating"". maga url",OFF,"Probably indoctrinating"". #MAGA URL"
shame on @user @user @user @user @user and all the rest of the left wing media that are not doing their jobs and purposely looking the other way. this is the best example yet of their fake news bias. maga walk away from the bias and corruption of the left. url,OFF,Shame on @USER @USER @USER @USER @USER and all the rest of the left wing media that are not doing their jobs and purposely looking the other way. This is the best example yet of their #FakeNews bias. #MAGA #WalkAway from the bias and corruption of the left. URL
@user @user the definition of snowflake,NOT,@USER @USER The definition of snowflake
"@user and everyone knows that kerry doesn't have a clue!  heard that from numerous anonymous"" sources who also say he is not sane.  that's what the sources say.""",NOT,"@USER And everyone knows that Kerry doesn't have a clue!  Heard that from numerous anonymous"" sources who also say he is not sane.  That's what the sources say."""
@user @user if he is innocent he should be vindicated and there should be penalties for false accusations also.,NOT,@USER @USER If he is innocent he should be vindicated and there should be penalties for false accusations also.
@user and the media will simply not calm down and just report normally and let the folks decide.   they are a propaganda arm of one party and anyone who disagrees with their doctrine is dismissed as evil and worthy of the auntie maxine or antifa treatment or worse.,NOT,@USER And the media will simply not calm down and just report normally and let the folks decide.   They are a propaganda arm of one party and anyone who disagrees with their doctrine is dismissed as evil and worthy of the Auntie Maxine or ANTIFA treatment or worse.
@user let’s geaux tigers! prove yourselves you are worthy! show the nation !  tiger face ,NOT,@USER Let’s Geaux Tigers! Prove yourselves you are worthy! Show the Nation ! 🐯
@user @user maga said i.,NOT,@USER @USER #MAGA said I.
@user dump mastercard,NOT,@USER Dump MasterCard
@user @user @user @user @user @user @user @user idk can we?,NOT,@USER @USER @USER @USER @USER @USER @USER @USER Idk can we?
@user @user what a waste of one’s short life. man shrugging light skin tone  united states ,OFF,@USER @USER What a waste of one’s short life.🤷🏻‍♂️🇺🇸
@user @user ..long live satire!- if we cannot cut to the truth in this way then we may as well call it a day... thinking face  smiling face with sunglasses  ok hand ,NOT,@USER @USER ..long live satire!- if we cannot cut to the truth in this way then we may as well call it a day...🤔😎👌
@user i am definitely for antifa members getting themselves killed.,OFF,@USER I am definitely for antifa members getting themselves killed.
@user @user  it says everything. when your principles hang on the fraudulent word of a porn performer. what integrity have you got left?,OFF,@USER @USER  It says everything. When your principles hang on the fraudulent word of a porn performer. What integrity have you got left?
@user bigly....lol.....bigly? he didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? antifa fools that get their asses kicked...vagina hats..lol pathetic ass,OFF,@USER Bigly....lol.....bigly? He didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? Antifa fools that get their asses kicked...vagina hats..lol pathetic ass
@user @user i am talking about your comment that nick was a fascist...   brittany means nothing to me.   so like i said are you antifa?,OFF,@USER @USER I am talking about your comment that Nick was a fascist...   Brittany means nothing to me.   So like I said are you Antifa?
@user the facts of the matter are very plain &amp; basic. this has never happened before in recorded history or on other similarly hit islands in the area. the fact it happened on donald trump's watch is unsurprising. he did not support them. he is an abject failure and should be dismissed,OFF,@USER The facts of the matter are very plain &amp; basic. This has never happened before in recorded history or on other similarly hit islands in the area. The fact it happened on Donald Trump's watch is unsurprising. He did not support them. He is an abject failure and should be dismissed
@user i can't drink. url,NOT,@USER I can't drink. URL
@user @user no kim you are a failure and your whole life has been,OFF,@USER @USER No Kim you are a failure and your whole life has been
@user looks like antifa,NOT,@USER looks like antifa
@user @user then she should step down. it's not about her. she was elected by liberals. she has power cuz of liberals.,NOT,@USER @USER Then she should step down. It's not about her. She was elected by liberals. She has power cuz of liberals.
@user @user @user white cops are called racists by mobs and liberals daily,NOT,@USER @USER @USER White cops are called racists by mobs and liberals daily
19. probably john adams. i'd love a chance to talk to a founding father and ask them about gun control.,NOT,19. Probably John Adams. I'd love a chance to talk to a founding father and ask them about gun control.
@user @user @user bad people don’t obey the law. there are many more guns in circulation in north america than there are people. gun control is liberal mind masturbation.,OFF,@USER @USER @USER Bad people don’t obey the law. There are many more guns in circulation in North America than there are people. Gun control is liberal mind masturbation.
@user true point.  gun control is total bullshit.,OFF,@USER True point.  Gun control is total bullshit.
@user yes and give you energy naturally. keeps you hydrated,NOT,@USER Yes and give you energy naturally. Keeps you hydrated
@user @user why bore me with something that don't mean nothing at all what she done in the past and who she is now. wow she wore tracksuit she probably would of warn many of things?..!,NOT,@USER @USER why bore me with something that don't mean nothing at all what she done in the past and who she is now. Wow she wore tracksuit she probably would of warn many of things?..!
@user ooooo damn! looks like a rainbow! all pretty and shit!,OFF,@USER Ooooo Damn! Looks like a Rainbow! All Pretty And Shit!
@user keep voting for liberals and this is the future,NOT,@USER Keep voting for liberals and this is the future
@user @user just like gun control will not keep guns from the hands of criminals....,OFF,@USER @USER Just like gun control will not keep guns from the hands of criminals....
"@user @user @user @user you quoted a group that associates themselves with antifa /  anarchists. does that make you an anarchist, antifa?"" ""no, and it's weird i have to explain that to an adult."" you made the strange jump that if a tp usa person works for an org that milo works for, tp usa is alt right?""",NOT,"@USER @USER @USER @USER You quoted a group that associates themselves with Antifa/ anarchists. Does that make you an anarchist, Antifa?"" ""No, and it's weird I have to explain that to an adult."" You made the strange jump that if a TP USA person works for an org that Milo works for, TP USA is alt right?"""
@user why is she under the white hot spotlight?...she is the victim of this trump like abusive animal... stop kavanaugh now,OFF,@USER Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow
@user he is untreatable,NOT,@USER He is untreatable
@user credible only to looney liberals,NOT,@USER Credible only to looney liberals
@user @user now i see why the conservatives love him!,NOT,@USER @USER Now I see why the Conservatives love him!
@user you are my favorite person on earth just so you know. if you’re ever hungry and want some food i bought a 40 count of bagel bites from steel yard walmart and i won’t be able to eat them all by myself so please keep that in mind,NOT,@USER you are my favorite person on earth just so you know. If you’re ever hungry and want some food I bought a 40 count of bagel bites from steel yard Walmart and I won’t be able to eat them all by myself so please keep that in mind
@user not a classical music fan?,NOT,@USER Not a classical music fan?
@user maga= mushrooms are growing again,OFF,@USER MAGA= Mushrooms are growing again
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user so you are saying the authors of these articles are not representative of the message of most liberals?,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER so you are saying the authors of these articles are not representative of the message of most liberals?
"@user you can't tell me what the fuck i can and can't do!""  *whips out binoculars*""",NOT,"@USER YOU CAN'T TELL ME WHAT THE FUCK I CAN AND CAN'T DO!""  *whips out binoculars*"""
@user @user you are whoring yourself out for nra $$!,OFF,@USER @USER You are whoring yourself out for NRA $$!
@user thoughts on sandy alcantara?  seems like he is pitching well,NOT,@USER thoughts on Sandy Alcantara?  Seems like he is pitching well
@user absolutely nfw.,OFF,@USER Absolutely NFW.
@user @user you nailed that ass,OFF,@USER @USER You nailed that ass
@user @user takes a break from fluffing the @user,NOT,@USER @USER takes a break from fluffing the @USER
@user antifa hides their identity behind ski masks. we are living in such times.,NOT,@USER ANTIFA hides their identity behind ski masks. We are living in such times.
@user @user @user @user @user lmao. he’ll be confirmed on schedule. then we start the very short clock on rbg. and 1 or 2 or 3 more in the next 6.5 years. along with another 30-40% lower court appointments. the democrat destruction over the last 10 years has been epic!! and hilarious. maga,NOT,@USER @USER @USER @USER @USER Lmao. He’ll be confirmed on schedule. Then we start the very short clock on RBG. And 1 or 2 or 3 more in the next 6.5 years. Along with another 30-40% lower court appointments. The democrat destruction over the last 10 years has been epic!! And hilarious. #maga
the only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon. maga 2a defenders trump time url,OFF,The only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon. #MAGA #2ADefenders #TrumpTime URL
spanish un justice vs. freedom of expression and human rights spain is a  fake democracy @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user cddr shame on spain  @user @user url,NOT,#Spanish #unjustice vs. #FreedomOfExpression and #HumanRights #Spain is a  #fakedemocracy @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #cddr #shameonSpain  @USER @USER URL
@user @user i’m glad you do babe (i kiss you back) now let’s get going you are coming tomorrow to the final right babe,NOT,@USER @USER I’m glad you do babe (I kiss you back) now let’s get going you are coming tomorrow to the final right babe
@user @user @user @user my therapist had a baby in august so been seeing a sub. she is very good at it but my real therapist is wonderful. has helped me so much,NOT,@USER @USER @USER @USER My therapist had a baby in August so been seeing a sub. She is very good at it but my real therapist is wonderful. Has helped me so much
@user @user @user obvious to whom?  only to those who do not clean up the inside of their cup. you see skin color b / c you are projecting onto others.. many do not live their lives being or seeing color.  many of us have mixed families- how does that fit into your b / s conclusion? url,NOT,@USER @USER @USER Obvious to whom?  Only to those who do not clean up the inside of their cup. You see skin color b/c you are projecting onto others.. many do not live their lives being or seeing color.  Many of us have mixed families- How does that fit into your b/s conclusion? URL
a bitch just be minding her business  person tipping hand medium skin tone  face with tears of joy ,OFF,A bitch just be minding her business 💁🏽😂
@user @user @user it seems to me that she is the one that has no real idea what she went through or whether or not she actually went through anything negative involving judge kavanaugh. her recollections are vague at best with absolutely zero corroboration. you are supporting a dangerous precedent,NOT,@USER @USER @USER It seems to me that she is the one that has no real idea what she went through or whether or not she actually went through anything negative involving Judge Kavanaugh. Her recollections are vague at best with absolutely zero corroboration. You are supporting a dangerous precedent
@user another fraud senator from the left!!!,OFF,@USER Another Fraud Senator from the Left!!!
@user @user when the abuser projects... look in the mirror mark - you are crazy &amp; angry.,OFF,@USER @USER When the abuser projects... Look in the mirror Mark - you are crazy &amp; angry.
"@user @user @user @user @user @user @user @user @user so the ar-15 is a fully semi-automatic assault rifle,"" gun control works, and donald trump is racist?""",OFF,"@USER @USER @USER @USER @USER @USER @USER @USER @USER So the AR-15 is a fully semi-automatic assault rifle,"" gun control works, and Donald Trump is racist?"""
@user a dying sport,OFF,@USER A dying sport
@user @user @user god forbid construction workers would be able to earn a decent wage. liberals want the working class poor and quiet.,OFF,@USER @USER @USER God forbid construction workers would be able to earn a decent wage. Liberals want the working class poor and quiet.
@user yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right?,OFF,@USER Yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right?
@user i am a survivor of sexual abuse. this woman is obviously lying. believe me you remember every detail. it's so obvious these woman only come forward to hurt conservatives. but who they truly are hurting is innocent men and women who really have been abused. she should be ashamed!,OFF,@USER I am a survivor of sexual abuse. This woman is obviously lying. Believe me you remember every detail. It's so obvious these woman only come forward to hurt conservatives. But who they truly are hurting is innocent men and women who really have been abused. She should be ashamed!
@user @user liberals apparently think no one has rights unless having those rights furthers the leftist agenda.  i see it again and again and again.,NOT,@USER @USER Liberals apparently think NO ONE has rights unless having those rights furthers the leftist agenda.  I see it again and again and again.
@user @user andy. like ur reflex use of cliches n slogans. u must practice a lot. have u thort of writing for a greeting card company?,NOT,@USER @USER Andy. Like ur reflex use of cliches n slogans. U must practice a lot. Have u thort of writing for a greeting card company?
@user @user you people are so laughable leave them alone she is gonna be great.,NOT,@USER @USER you people are so laughable leave them alone she is gonna be great.
@user and now tyler is going out of his way to assure haleigh she is staying this week  rolling on the floor laughing  where is this “immaculate” game play you claim? pathetic jury management more like. url,NOT,@USER And now Tyler is going out of his way to assure Haleigh she is staying this week 🤣 where is this “immaculate” game play you claim? Pathetic jury management more like. URL
@user looks like my sylvester and he looks like a skunk. love him to pieces though. he is so sweet. my girl cat has a unique personality. she is sweet but has her moments.,NOT,@USER Looks like my Sylvester and he looks like a skunk. Love him to pieces though. He is so sweet. My girl cat has a unique personality. She is sweet but has her moments.
"@user @user @user @user @user you challenged  libtards"" im here..my thoughts on gun control are simple assault weapons should be banned for civilians i don' t remember 17- 59 people murdered in 20 with a hammer i own a hand gun for protection i support our 2nd amendment""",NOT,"@USER @USER @USER @USER @USER You challenged  libtards"" im here..my thoughts on gun control are simple assault weapons should be banned for civilians I don' t remember 17- 59 people murdered in 20 with a hammer I own a hand gun for protection i support our 2nd amendment"""
@user @user @user why do you think? it really doesn't matter who she's representing.  we know it's not the people. by extension we know she lies pretending she is weighing the evidence. she is always only looking for an excuse for her votes supporting whoever owns her.,NOT,@USER @USER @USER Why do you think? It really doesn't matter who she's representing.  We know it's not the people. By extension we know she lies pretending she is weighing the evidence. She is always only looking for an excuse for her votes supporting whoever owns her.
"1) this argument that 'boyhood' does not deserve scrutiny only seems to apply to white boys &amp; men of high socioeconomic status. kavanaugh should be judged for who he is today, influential political voices, mostly conservatives, argue, not what he supposedly did in high school.""""",NOT,"1) This argument that 'boyhood' does not deserve scrutiny only seems to apply to white boys &amp; men of high socioeconomic status. Kavanaugh should be judged for who he is today, influential political voices, mostly conservatives, argue, not what he supposedly did in high school."""""
@user @user @user   do not cancel the vote on kavanaugh. do not fall prey to the lying filthy liberals.  tell flake to shut up.  america is sick of this bs from the left!,OFF,@USER @USER @USER   Do not CANCEL the vote on Kavanaugh. Do not fall prey to the lying filthy liberals.  Tell Flake to shut up.  America is sick of this BS from the left!
@user the democrats do not care ...they are out to destroy ..does not matter just so they are republicans &amp; conservatives  exclamation question mark ,OFF,@USER The Democrats do not care ...they are out to destroy ..does not matter just so they are Republicans &amp; Conservatives ⁉️
"@user a band of liars eric has a big l"" on his forehead.  he is so disgusting.  who votes for these people or don't they really, it has to be rigged.""",OFF,"@USER A band of liars Eric has a big L"" on his forehead.  He is so disgusting.  Who votes for these people or don't they really, it has to be rigged."""
@user @user @user you are very creative :),NOT,@USER @USER @USER you are very creative :)
"@user better call cruz"" is as slimy a piece of the perverted former gop and a prime example of why those used to be decent republican conservatives  need to  vote for beto""",OFF,"@USER Better Call Cruz"" is as slimy a piece of the perverted former GOP and a prime example of why those used to be decent Republican Conservatives  need to  VOTE For BETO"""
@user joe scarborough still hasn't answered for the young woman that was found dead on his office. he is s lying chickenshit.,OFF,@USER Joe Scarborough still hasn't answered for the young woman that was found dead on his office. He is s lying chickenshit.
@user hana &amp; hina after school. it’s an lgbt love story and i got it for my best friend and read half and the next day went back to the comic con and bought myself the series  face with tears of joy ,NOT,@USER Hana &amp; Hina After School. It’s an LGBT love story and I got it for my best friend and read half and the next day went back to the comic con and bought myself the series 😂
@user if gun control worked chicago would be a safe place. it isn’t. if national gun control worked mexico would be a safe place. it isn’t. don’t believe the lyes. did alcohol prohibition work? no. did drug prohibition work? no. will gun prohibition work? no.,NOT,@USER If gun control worked Chicago would be a safe place. It isn’t. If national gun control worked Mexico would be a safe place. It isn’t. Don’t believe the lyes. Did alcohol prohibition work? No. Did drug prohibition work? No. Will gun prohibition work? No.
@user anti abortion is not about the sanctity of life. its about the subjugation of women. if it was about life then the paradox you point out would not exist and gun control would be pursued.,NOT,@USER Anti abortion is not about the sanctity of life. Its about the subjugation of women. If it was about life then the paradox you point out would not exist and gun control would be pursued.
@user gender isn’t the same as sexuality but  thinking face  you tried also i’m trans so johnny’s trans if i say he is. thanks!,NOT,@USER gender isn’t the same as sexuality but 🤔 you tried also i’m trans so johnny’s trans if i say he is. thanks!
@user you are a bad ass! keep fighting for us  two hearts ,OFF,@USER You are a bad ass! Keep fighting for us 💕
@user @user @user check this ad out. super creepy  people are pointing out a disturbing problem with this republican election ad url,OFF,@USER @USER @USER Check this ad out. Super creepy  People are pointing out a disturbing problem with this Republican election ad URL
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user hey we just want everyone to know that you are for potus and  united states !  maga!!  united states  united states  beaming face with smiling eyes  beaming face with smiling eyes  collision  collision  fire  fire  clapping hands  clapping hands  waving hand  waving hand  flexed biceps  flexed biceps  flexed biceps  ok hand  ok hand  thumbs up  thumbs up ,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hey we just want everyone to know that you are for POTUS and 🇺🇸!  #MAGA!! 🇺🇸🇺🇸😁😁💥💥🔥🔥👏👏👋👋💪💪💪👌👌👍👍
@user bitch i know. my body is ready  face with tears of joy ,OFF,@USER Bitch I know. My body is ready 😂
there is only one reason why christine blasey ford won't testify against kavanaugh; despite her serious allegations.  she can't testify under oath. she'll be a willing dem; but doesn't want to perjure herself.  less than 60 days until nov election  potus trump maga kag news url,NOT,There is only ONE reason why Christine Blasey Ford won't testify against Kavanaugh; despite her serious allegations.  She can't testify UNDER OATH. She'll be a willing Dem; but doesn't want to PERJURE herself.  LESS THAN 60 DAYS UNTIL NOV ELECTION  #POTUS #Trump #MAGA #KAG #NEWS URL
@user @user @user we are in this mess because people are stupid and lazy that's why the conservatives are in and she's screwing us over,NOT,@USER @USER @USER We are in this mess because people are stupid and lazy that's why the conservatives are in and she's screwing us over
@user @user even kavanaugh said roe v wade is a settled law. she is spewing a narrative that does not exist. trump also said the same.,OFF,@USER @USER Even Kavanaugh said Roe v Wade is a settled law. She is spewing a narrative that does not exist. Trump also said the same.
"@user you are my only friend"" on twitter.  i joined this cia / nsa front group to keep the lion meat fresh.  but there are alternatives that are not enmeshed in the anal cavity of the deep state. perhaps you might consider them.  i would switch in a ny heartbeat and close the account.""",NOT,"@USER You are my only friend"" on twitter.  I joined this CIA/NSA front group to keep the lion meat fresh.  But there are alternatives that are not enmeshed in the anal cavity of the Deep State. Perhaps you might consider them.  I would switch in a NY heartbeat and close the account."""
@user someone  needs to give this woman a puppy.  she is not enjoying life.,NOT,@USER Someone  needs to give this woman a puppy.  She is not enjoying life.
@user @user and we pro americans are embarrassed and sick of you anti america liberals.  there are plenty of countries with the lefts ideology already in place. move there.,OFF,@USER @USER And we pro Americans are embarrassed and sick of you anti America liberals.  There are plenty of countries with the lefts ideology already in place. Move there.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user great list. ty. just a heads up. i only fb maga profiles. please update your profile if i haven’t followed you back. let’s maga!,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Great list. Ty. Just a heads up. I only fb MAGA profiles. Please update your profile if I haven’t followed you back. Let’s MAGA!
@user i like that... primatives.. perfectly describes the democrats and liberals me too resist antifa,NOT,@USER I like that... primatives.. PERFECTLY describes the democrats and liberals #MeToo #Resist #Antifa
@user then support meaningful gun control and there wouldn't be atrocities like that to use?  don't want them raising money for good causes? eliminate the disasters!  trump is a moron  stop kavanaugh  nytimes oped by q a non,NOT,@USER Then support meaningful gun control and there wouldn't be atrocities like that to use?  Don't want them raising money for good causes? Eliminate the disasters!  #trumpisamoron  #Stopkavanaugh  #NYTimesOpEdByQaNon
@user @user there ain't no maga hats sold here but that don't stop me from wanting to maga.,NOT,@USER @USER There ain't no MAGA hats sold here but that don't stop me from wanting to MAGA.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user awesome q meme on that!,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awesome Q meme on that!
@user the voters have decided about gun control. they have gotten bloodshed on a daily basis.,NOT,@USER The voters have decided about gun control. They have gotten bloodshed on a daily basis.
"@user @user why? plenty of people have taken a stance in favor of common sense gun control"" and it doesn't mean jack shit since they don't have a plan for common sense gun control.  would it really help to have the asb and asa also spouting empty buzzwords?""",OFF,"@USER @USER Why? Plenty of people have taken a stance in favor of common sense gun control"" and it doesn't mean jack shit since they don't have a plan for common sense gun control.  Would it really help to have the ASB and ASA also spouting empty buzzwords?"""
@user yup fooled antifa threw big ol' fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh url,OFF,@USER yup fooled antifa threw big ol' fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh URL
@user follback,NOT,@USER Follback
@user yes as fuck,OFF,@USER Yes as fuck
@user @user the same left-wing lie. the economist seems a teenage antifa facebook post. url,NOT,@USER @USER The same left-wing lie. The Economist seems a teenage antifa Facebook post. URL
@user @user he is my ultimate bias..,NOT,@USER @USER he is my ultimate bias..
@user i think she is lying,NOT,@USER i think she is lying
@user there is a point where even liberals must question motives,NOT,@USER there is a point where even liberals must question motives
@user @user my face was so close to the concrete bitch i couldve probably stuck my tongue out and lick it,OFF,@USER @USER MY FACE WAS SO CLOSE TO THE CONCRETE BITCH I COULDVE PROBABLY STUCK MY TONGUE OUT AND LICK IT
@user she is my favorite person,NOT,@USER She is my favorite person
"@user @user she is referring to briefs, underwear"" , or as the white folks say ""tighty whities""""",NOT,"@USER @USER She is referring to Briefs, underwear"" , or as the white folks say ""tighty whities"""""
@user @user do not donate. she is picking and choosing who she donates to. being reported.,NOT,@USER @USER Do not donate. She is picking and choosing who she donates to. Being reported.
@user bizarre story and more to it once she is charged formally. glad she is off the streets and certainly concerned if there are more clueless cops like her out there “protecting” us,OFF,@USER Bizarre story and more to it once she is charged formally. Glad she is off the streets and certainly concerned if there are more clueless cops like her out there “protecting” us
liberals behave as if laws and rules are for other people. canada needs to rid itself of their corruption. url,NOT,#Liberals behave as if laws and rules are for other people. #Canada needs to rid itself of their corruption. URL
@user loll he is!,NOT,@USER Loll he is!
"liberals don't like to be pushed around.  conservatives aren't supposed to be autocratic, we are.""  you know you're winning when they're shouting exceeds their understanding of rules based law.  best way to watch liberals heads explode is for cons to be more unpredictable. url",NOT,"#Liberals don't like to be pushed around.  #Conservatives aren't supposed to be autocratic, we are.""  You know you're winning when they're shouting exceeds their understanding of rules based law.  Best way to watch Liberals heads explode is for Cons to be more unpredictable. URL"
@user @user no liberals calling for @user to resign url,NOT,@USER @USER No liberals calling for @USER to resign URL
@user elon sometimes opens his mouth only to replace one foot with the other,OFF,@USER Elon sometimes opens his mouth only to replace one foot with the other
@user @user @user seems i just read that somewhere w / the words liberals in place if trump supporters plagarism@user best,NOT,@USER @USER @USER Seems I just read that somewhere w/the words Liberals in place if trump supporters Plagarism@USER best
@user @user i don’t give a damn about a “tough” niggah  face with tears of joy ,NOT,@USER @USER I don’t give a damn about a “tough” niggah 😂
@user @user @user @user well he’s complimenting her body which she is clearly very proud of as she’s naked in every episode,NOT,@USER @USER @USER @USER Well he’s complimenting her body which she is clearly very proud of as she’s naked in every episode
@user @user @user @user @user @user @user @user @user poetic words comrade...i'm going to have them printed on t-shirts soon to be available at the antifa store!! url,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER Poetic words Comrade...I'm going to have them printed on T-Shirts soon to be available at the Antifa store!! URL
@user and why do all the issues about pc only focus on liberals what about conservatives on kneeling on fake patriotism or republicans freaking out over an abortion,OFF,@USER and why do all the issues about Pc only focus on liberals What about conservatives on kneeling on fake patriotism Or Republicans freaking out over an abortion
@user funny thing i just asked a cop about this. he said anybody trying to steal your weapon you have a rock solid case against for self defense. on the other hand if the antifa shoots anybody they will get murder 1 because stealing a weapon is premeditation.,NOT,@USER Funny thing I just asked a cop about this. He said anybody trying to steal your weapon you have a rock solid case against for self defense. On the other hand if the antifa shoots anybody they will get murder 1 because stealing a weapon is premeditation.
@user and the issue is much greater than gun control,NOT,@USER And the issue is much greater than gun control
@user @user if obama's lips are moving then he is lying.,OFF,@USER @USER If Obama's lips are moving then he is lying.
"@user @user @user @user @user culture of our nation"" culture exists? what culture is that, because it's not the american culture it once was.""",NOT,"@USER @USER @USER @USER @USER culture of our nation"" culture exists? what culture is that, because it's not the American culture it once was."""
@user .@user is arguing that gun control laws = a violation of people's rights.   even the conservative scalia specified that gun regulations are consistent w /  2a and courts have repeatedly upheld most gun restrictions.,NOT,@USER .@USER is arguing that gun control laws = a violation of people's rights.   Even the conservative Scalia specified that gun regulations are consistent w/ #2A and courts have repeatedly upheld most gun restrictions.
